StockCode,description,current_price,recommended_price,price_change_gbp,price_change_pct,price_elasticity,num_orders,annual_revenue,total_revenue_lift,pricing_action,implementation_priority
23009,I LOVE LONDON BABY GIFT SET,15.988252427184465,18.386490291262135,2.39823786407767,15.0,-0.0799980862190007,103,4082.52,576.97182231896,Large Increase,Medium Volume
22113,GREY HEART HOT WATER BOTTLE,4.396125211505923,4.615931472081219,0.21980626057529662,5.0000000000000115,-0.1499480507747726,561,12805.33,570.94893528834,Small Increase,High Volume
21217,RED RETROSPOT ROUND CAKE TINS,12.56808695652174,13.196491304347827,0.6284043478260877,5.000000000000006,-0.1648809028655811,344,11532.39,567.5379860379855,Small Increase,Medium Volume
22776,SWEETHEART CAKESTAND 3 TIER,11.44210037174721,12.014205390334572,0.5721050185873615,5.000000000000009,-0.1977540283022565,536,13088.73,566.5323076710617,Small Increase,High Volume
22730,ALARM CLOCK BAKELIKE IVORY,4.41,4.6305000000000005,0.22050000000000036,5.000000000000008,-0.1077820046852715,570,11479.65,558.6289714644383,Small Increase,High Volume
22570,FELTCRAFT CUSHION RABBIT,4.2893670886075945,4.503835443037975,0.21446835443038026,5.000000000000012,-0.1459788948342833,386,11227.47,551.4463467478924,Small Increase,Medium Volume
22427,ENAMEL FLOWER JUG CREAM,6.5633984375,6.891568359375,0.32816992187500027,5.0000000000000036,-0.1931853660130995,506,12671.06,549.5077035060218,Small Increase,High Volume
21041,RED RETROSPOT OVEN GLOVE DOUBLE,4.375399239543726,5.031709125475285,0.6563098859315586,14.999999999999995,-0.0663489303075195,255,3909.63,544.6012755782534,Large Increase,Medium Volume
23552,BICYCLE PUNCTURE REPAIR KIT ,2.2625806451612904,2.601967741935484,0.33938709677419343,14.999999999999995,-0.0772635418943694,116,3883.99,543.0725598629068,Large Increase,Medium Volume
22193,RED DINER WALL CLOCK,9.236609071274298,9.698439524838014,0.46183045356371544,5.000000000000006,-0.1569959710728838,460,11882.57,540.5936606038456,Small Increase,Medium Volume
22130,PARTY CONE CHRISTMAS DECORATION ,1.7685840707964602,2.033871681415929,0.2652876106194688,14.999999999999988,-0.0803098354318455,110,2664.63,537.7048921722488,Large Increase,Medium Volume
23175,REGENCY MILK JUG PINK ,3.876897590361446,4.0707424698795185,0.1938448795180725,5.000000000000005,-0.1167309777305087,329,9600.15,535.2977631818608,Small Increase,Medium Volume
23131,MISTLETOE HEART WREATH CREAM,4.203675213675214,4.8342264957264955,0.6305512820512815,14.999999999999986,-0.0834528307354223,115,3840.13,532.487827295604,Large Increase,Medium Volume
37370,RETRO COFFEE MUGS ASSORTED,5.331626506024096,5.598207831325301,0.26658132530120504,5.000000000000004,-0.189524161580139,159,3844.81,529.5880608574746,Small Increase,Medium Volume
85014B,RED RETROSPOT UMBRELLA,6.821473087818697,7.162546742209632,0.34107365439093495,5.000000000000001,-0.1825556124768387,350,10981.95,527.0115141184682,Small Increase,Medium Volume
22662,LUNCH BAG DOLLY GIRL DESIGN,1.9310028653295128,2.0275530085959885,0.09655014326647571,5.0000000000000036,-0.1667559358480922,682,11090.58,526.383077711606,Small Increase,High Volume
85123a,WHITE HANGING HEART T-LIGHT HOLDER,6.64044776119403,7.636514925373134,0.9960671641791041,14.999999999999996,0.7081383239903069,67,1952.48,522.8332187404172,Large Increase,Low Volume
22617,BAKING SET SPACEBOY DESIGN,5.468758029978586,5.742195931477515,0.2734379014989292,4.999999999999998,-0.1390608646915952,464,10745.05,514.9244690693808,Small Increase,Medium Volume
22926,IVORY GIANT GARDEN THERMOMETER,6.2844221105527645,7.227085427135679,0.9426633165829141,14.999999999999991,-0.0688751399791592,195,3674.7,510.9555367907126,Large Increase,Medium Volume
21791,VINTAGE HEADS AND TAILS CARD GAME ,1.5049592169657422,1.5802071778140294,0.07524796084828722,5.000000000000007,-0.1388340713238994,607,10535.65,504.4866968165837,Small Increase,High Volume
22992,REVOLVER WOODEN RULER ,2.2687186629526463,2.382154596100279,0.11343593314763245,5.000000000000006,-0.1308519469058377,348,10379.84,498.806354058496,Small Increase,Medium Volume
21891,TRADITIONAL WOODEN SKIPPING ROPE,1.5877702702702703,1.6671587837837838,0.0793885135135135,5.0,-0.1919651778135792,425,10526.0,497.77839339791046,Small Increase,Medium Volume
21213,PACK OF 72 SKULL CAKE CASES,0.7949335302806501,0.8346802067946826,0.03974667651403252,5.000000000000003,-0.1619469127278771,663,8418.44,493.0897052631627,Small Increase,High Volume
22569,FELTCRAFT CUSHION BUTTERFLY,4.270704225352112,4.484239436619718,0.21353521126760544,4.9999999999999964,-0.1458473540611474,348,10133.33,492.5997261841794,Small Increase,Medium Volume
22838,3 TIER CAKE TIN RED AND CREAM,17.272142857142857,18.13575,0.8636071428571448,5.0000000000000115,-0.1871380452989007,168,9765.11,481.45418874085067,Small Increase,Medium Volume
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,3.4939556962025318,4.018049050632912,0.5240933544303799,15.000000000000002,-0.0772332159266684,313,3390.88,478.7706325831906,Large Increase,Medium Volume
23065,LARGE DECO JEWELLERY STAND,12.9714,14.917109999999997,1.9457099999999983,14.999999999999988,-0.0886912254932601,99,3439.94,477.94490521178403,Large Increase,Low Volume
22952,60 CAKE CASES VINTAGE CHRISTMAS,0.7593836671802774,0.7973528505392913,0.03796918335901389,5.000000000000003,-0.1782293868279777,619,9524.72,476.4140782068708,Small Increase,High Volume
22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,3.50493119266055,3.6801777522935777,0.1752465596330275,5.0,-0.1378493277167255,422,10621.6,475.8502446034807,Small Increase,Medium Volume
23208,LUNCH BAG VINTAGE LEAF DESIGN,1.931627906976744,2.0282093023255814,0.09658139534883747,5.000000000000014,-0.1969078471166718,668,10498.01,475.3042053260533,Small Increase,High Volume
48111,DOORMAT 3 SMILEY CATS,9.600466101694916,10.080489406779662,0.480023305084746,5.000000000000002,-0.1449778579400665,233,7732.929999999999,474.4319136733891,Small Increase,Medium Volume
22654,DELUXE SEWING KIT ,7.746706948640484,8.134042296072508,0.3873353474320238,4.999999999999995,-0.1225539622746315,328,9898.95,474.1107123784037,Small Increase,Medium Volume
23332,IVORY WICKER HEART LARGE,1.759833887043189,2.023808970099667,0.263975083056478,14.999999999999977,-0.0889256163044942,287,3570.76,473.0430576716769,Large Increase,Medium Volume
21914,BLUE HARMONICA IN BOX ,1.430652528548124,1.5021851549755303,0.07153262642740632,5.000000000000009,-0.1462952825249154,604,10343.56,472.386837891714,Small Increase,High Volume
22970,LONDON BUS COFFEE MUG,2.7268923076923075,2.863236923076923,0.1363446153846155,5.000000000000005,-0.1921031271756904,317,10224.75,466.9848443658077,Small Increase,Medium Volume
23504,PLAYING CARDS JUBILEE UNION JACK,1.3465610859728503,1.5485452488687776,0.20198416289592735,14.999999999999986,0.2438929167492444,208,2857.6400000000003,465.3964794846148,Large Increase,Medium Volume
47590A,BLUE HAPPY BIRTHDAY BUNTING,5.863657289002558,6.156840153452686,0.2931828644501282,5.000000000000005,-0.1988214765578578,390,10502.65,464.43313492039584,Small Increase,Medium Volume
22619,SET OF 6 SOLDIER SKITTLES,4.656,4.8888,0.23280000000000012,5.000000000000003,-0.1864690612083946,443,9921.29,461.56610262158637,Small Increase,Medium Volume
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,4.455807692307692,4.678598076923077,0.2227903846153847,5.000000000000002,-0.1959030570641826,260,9933.88,458.72656644606946,Small Increase,Medium Volume
23231,WRAP DOILEY DESIGN,0.419076923076923,0.4819384615384614,0.06286153846153841,14.999999999999991,0.0,260,3008.34,457.44341538461475,Large Increase,Medium Volume
16161P,WRAP ENGLISH ROSE ,0.419437751004016,0.4823534136546183,0.06291566265060233,14.999999999999986,0.0,248,2990.92,452.8027607296654,Large Increase,Medium Volume
22729,ALARM CLOCK BAKELIKE ORANGE,4.5094065934065934,4.734876923076923,0.22547032967032976,5.000000000000002,-0.1218148224065621,445,9080.2,449.0900021602002,Small Increase,Medium Volume
22561,WOODEN SCHOOL COLOURING SET,1.776591928251121,1.8654215246636772,0.08882959641255606,5.0,-0.1147309569368324,433,9749.82,448.25893429889027,Small Increase,Medium Volume
21174,POTTERING IN THE SHED METAL SIGN,2.6916453382084096,2.82622760511883,0.1345822669104204,4.999999999999997,-0.1920852338084509,538,9413.82,444.80603507264846,Small Increase,High Volume
22555,PLASTERS IN TIN STRONGMAN,1.8486603773584904,1.941093396226415,0.09243301886792454,5.000000000000001,-0.1745530016895032,515,9863.28,444.6287073959163,Small Increase,High Volume
84378,SET OF 3 HEART COOKIE CUTTERS,1.6270114942528735,1.7083620689655172,0.08135057471264373,5.0000000000000036,-0.1258115101517654,685,8540.9,443.0754435701356,Small Increase,High Volume
22989,SET 2 PANTRY DESIGN TEA TOWELS,3.6851187335092352,3.869374670184697,0.18425593667546192,5.000000000000004,-0.1274456479621518,372,9012.27,442.8285225554506,Small Increase,Medium Volume
22844,VINTAGE CREAM DOG FOOD CONTAINER,10.812494061757718,11.353118764845604,0.5406247030878859,5.0,-0.1798672265431193,416,9686.82,438.8029481867379,Small Increase,Medium Volume
22144,CHRISTMAS CRAFT LITTLE FRIENDS,2.574267857142857,2.70298125,0.12871339285714312,5.000000000000011,-0.1394515123202283,544,9681.18,437.7179345321157,Small Increase,High Volume
22759,SET OF 3 NOTEBOOKS IN PARCEL,2.04250569476082,2.144630979498861,0.10212528473804117,5.000000000000009,-0.1781243282014234,422,9043.94,437.40533611955794,Small Increase,Medium Volume
23534,STOP FOR TEA WALL ART,7.5329007633587795,7.909545801526718,0.37664503816793893,5.0,-0.1541174367527916,260,8614.85,437.1784758806116,Small Increase,Medium Volume
22633,HAND WARMER UNION JACK,2.194527559055118,2.304253937007874,0.10972637795275597,5.000000000000003,-0.1409052173345918,479,10057.320000000002,431.10310146458346,Small Increase,Medium Volume
22556,PLASTERS IN TIN CIRCUS PARADE ,1.7852667814113596,1.8745301204819278,0.08926333907056816,5.00000000000001,-0.1942586839332851,571,10070.11,430.3928005688584,Small Increase,High Volume
23080,RED METAL BOX TOP SECRET,9.32689393939394,9.793238636363638,0.4663446969696974,5.0000000000000036,-0.1206128210337537,257,9158.87,429.4871737682945,Small Increase,Medium Volume
21714,CITRONELLA CANDLE GARDEN POT,1.8920175438596487,2.175820175438596,0.28380263157894725,14.999999999999996,-0.078249983122468,225,3018.15,425.3748528861047,Large Increase,Medium Volume
22652,TRAVEL SEWING KIT,1.969512711864407,2.0679883474576273,0.09847563559322037,5.000000000000001,-0.1403554939061419,467,8620.32,425.35713836093703,Small Increase,Medium Volume
21889,WOODEN BOX OF DOMINOES,1.5762582781456953,1.6550711920529801,0.07881291390728484,5.000000000000005,-0.1352622459272749,587,8862.29,422.62454567006785,Small Increase,High Volume
22947,WOODEN ADVENT CALENDAR RED,13.112481751824818,13.76810583941606,0.6556240875912422,5.00000000000001,-0.1441371345675161,137,8714.24,417.11836084108563,Small Increase,Medium Volume
21591,COSY HOUR CIGAR BOX MATCHES ,1.2596178343949045,1.44856050955414,0.18894267515923557,14.999999999999991,0.6343198434803199,146,2001.14,414.2006261894005,Large Increase,Medium Volume
23319,BOX OF 6 MINI 50'S CRACKERS,2.6480906921241054,2.7804952267303107,0.13240453460620527,5.0,-0.1288378571883155,403,9266.84,413.49757381164824,Small Increase,Medium Volume
22381,TOY TIDY PINK POLKADOT,3.016378947368421,3.167197894736842,0.15081894736842116,5.0000000000000036,-0.1896642176394816,469,7437.94,413.29543827103674,Small Increase,Medium Volume
23535,BICYCLE SAFTEY WALL ART,7.419681818181819,7.79066590909091,0.3709840909090909,5.0,-0.1393425029349388,215,8469.99,413.27482366966325,Small Increase,Medium Volume
23543,KEEP CALM WALL ART ,8.528301886792454,8.954716981132076,0.42641509433962277,5.000000000000001,-0.1914033444744173,103,7019.01,412.49891132345374,Small Increase,Medium Volume
22045,SPACEBOY GIFT WRAP,0.4186602870813397,0.4814593301435406,0.06279904306220091,14.999999999999991,0.0,208,2683.84,409.49062521462383,Large Increase,Medium Volume
22702,BLACK AND WHITE CAT BOWL,2.037755102040816,2.3434183673469384,0.3056632653061224,15.000000000000002,-0.0166401822309576,49,2684.65,409.1993061538549,Large Increase,Low Volume
21871,SAVE THE PLANET MUG,1.8124033149171277,1.9030234806629842,0.09062016574585652,5.000000000000007,-0.1628081291950321,357,6681.21,406.4310272056554,Small Increase,Medium Volume
21877,HOME SWEET HOME MUG,1.7151267605633802,1.8008830985915494,0.08575633802816918,5.00000000000001,-0.1344193576083558,349,6942.33,394.07139353460343,Small Increase,Medium Volume
22920,HERB MARKER BASIL,0.8569354838709677,0.9854758064516128,0.12854032258064507,14.999999999999988,-0.0804300419444397,242,2155.94,393.01255893813146,Large Increase,Medium Volume
22768,FAMILY PHOTO FRAME CORNICE,10.956526717557251,11.504353053435114,0.547826335877863,5.0000000000000036,-0.1750099448696682,260,8268.539999999999,387.6282985126709,Small Increase,Medium Volume
23256,CHILDRENS CUTLERY SPACEBOY ,4.461390374331551,4.684459893048129,0.22306951871657787,5.000000000000007,-0.1624086201623382,368,8675.37,387.280383672032,Small Increase,Medium Volume
71053,WHITE METAL LANTERN,4.806300578034682,5.046615606936416,0.24031502890173417,5.000000000000002,-0.147355861637414,333,8441.82,383.1585715765199,Small Increase,Medium Volume
23329,DECORATIVE WICKER HEART LARGE,1.7640996168582377,2.028714559386973,0.2646149425287354,14.999999999999986,-0.090975217542468,233,3056.34,379.3279891203996,Large Increase,Medium Volume
21787,RAIN PONCHO RETROSPOT,1.0523694779116464,1.1049879518072288,0.052618473895582385,5.000000000000006,-0.1649107870180601,243,7163.65,379.1691382241937,Small Increase,Medium Volume
72741,GRAND CHOCOLATECANDLE,1.5980338983050846,1.6779355932203388,0.07990169491525423,5.0,-0.1988697979689721,292,8225.0,376.92371063820826,Small Increase,Medium Volume
84212,"ASSORTED FLOWER COLOUR ""LEIS""",0.8927927927927929,0.9374324324324326,0.04463963963963968,5.000000000000004,-0.178639912488516,111,4934.87,376.54498272838276,Small Increase,Medium Volume
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,0.9888941548183254,1.0383388625592418,0.04944470774091636,5.000000000000009,-0.1228643403495225,610,8050.53,374.4689468212852,Small Increase,High Volume
22991,GIRAFFE WOODEN RULER,2.27135231316726,2.384919928825623,0.11356761565836315,5.000000000000006,-0.1279166903845144,274,7608.79,374.3942077471237,Small Increase,Medium Volume
23204,CHARLOTTE BAG APPLES DESIGN,1.1219453924914675,1.178042662116041,0.0560972696245734,5.000000000000002,-0.1567104450486098,583,7741.94,373.93988830978014,Small Increase,High Volume
23322,LARGE WHITE HEART OF WICKER,3.131646655231561,3.288228987993139,0.15658233276157807,5.000000000000001,-0.1933384394529595,562,8925.410000000002,373.84678603546587,Small Increase,High Volume
22940,FELTCRAFT CHRISTMAS FAIRY,4.542814371257485,4.7699550898203595,0.22714071856287443,5.0000000000000036,-0.1124492966090352,321,7954.0,372.9095785694318,Small Increase,Medium Volume
22667,RECIPE BOX RETROSPOT ,3.036289308176101,3.1881037735849063,0.15181446540880517,5.0000000000000036,-0.1319577420983858,464,8101.150000000001,370.6744815662591,Small Increase,Medium Volume
23367,SET 12 COLOUR PENCILS SPACEBOY ,0.7551903114186851,0.8684688581314878,0.11327854671280269,14.999999999999988,0.008634276106142,282,2495.75,366.4681197133855,Large Increase,Medium Volume
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,9.261209677419354,10.650391129032256,1.3891814516129024,14.999999999999995,0.0242242239515421,124,2393.59,364.8770013405722,Large Increase,Medium Volume
23293,SET OF 12 FAIRY CAKE BAKING CASES,1.061832740213523,1.1149243772241992,0.05309163701067621,5.000000000000005,-0.1796632991788169,552,7001.99,361.41526401079653,Small Increase,High Volume
20969,RED FLORAL FELTCRAFT SHOULDER BAG,4.265194805194805,4.478454545454546,0.21325974025974048,5.000000000000005,-0.1275352883819913,305,7236.93,360.36565534129755,Small Increase,Medium Volume
84992,72 SWEETHEART FAIRY CAKE CASES,0.681826625386997,0.7159179566563469,0.034091331269349934,5.000000000000012,-0.1680285257758203,615,6555.33,359.25927559317677,Small Increase,High Volume
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,4.660950226244344,4.893997737556561,0.23304751131221746,5.000000000000006,-0.1746258293820606,220,7356.18,357.4894195541117,Small Increase,Medium Volume
21259,VICTORIAN SEWING BOX SMALL ,7.00637630662021,7.35669512195122,0.3503188153310104,4.999999999999999,-0.1334190204203172,285,7106.95,355.764841587316,Small Increase,Medium Volume
84406B,CREAM CUPID HEARTS COAT HANGER,4.311045296167247,4.52659756097561,0.21555226480836254,5.000000000000004,-0.1752815453609077,284,7657.32,353.1136050247713,Small Increase,Medium Volume
22151,PLACE SETTING WHITE HEART,0.5775,0.606375,0.028874999999999984,4.9999999999999964,-0.1727184015917323,332,6332.29,351.88736329736867,Small Increase,Medium Volume
22192,BLUE DINER WALL CLOCK,9.043780821917808,9.495969863013698,0.45218904109589,4.999999999999996,-0.1889963992471777,365,8189.29,348.23634512057254,Small Increase,Medium Volume
23498,CLASSIC BICYCLE CLIPS ,1.6500943396226415,1.8976084905660375,0.24751415094339602,14.999999999999988,-0.0885471696932659,99,2378.48,344.2058561524767,Large Increase,Low Volume
23238,SET OF 4 KNICK KNACK TINS LONDON ,4.737368421052632,4.974236842105264,0.23686842105263217,5.000000000000012,-0.1934616793543668,274,7825.559999999999,340.3712252496481,Small Increase,Medium Volume
